"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"x6cn","811 Sichuan Cuisine (Mong Kok)","Sichuan","4.3","(100+)","Hong Kong"
"k0j4","ICHI-GO ICHI-E","Sushi","4.9","(10)","Hong Kong"
"x3yu","Lost Stars Livehouse Bar & Eatery","International","4.5","(98)","Hong Kong"
"x4uu","Stuff in a Cup","Hong Kong","4.2","(100+)","Hong Kong"
"j1ya","Man Lee Loy Restaurant","Cha Chaan Teng","4.6","(100+)","Hong Kong"
"qyr1","Little Prince","Cha Chaan Teng","3.4","(29)","Hong Kong"
"if08","No Money So Lonely","International","3","(1)","Hong Kong"
"x4mp","Whiskers N Paws Cafe","Western","4.4","(54)","Hong Kong"
"ty8z","TREE Café","Western","4.9","(23)","Hong Kong"
"qogu","Kwai Heung Yuen (Tung Choi Street)","Chinese","4.8","(6)","Hong Kong"
"j8s7","Ma La Go","Malaysian","4","(43)","Hong Kong"
"b4of","Nakitora Ramen (Ma Tau Wai Road)","Japanese","4","(91)","Hong Kong"
"gy49","Dark Leaf","International","4.1","(3)","Hong Kong"
"v5sx","Winner Winner Chicken Dinner","Hot Pot","4.9","(8)","Hong Kong"
"xepr","Fameux Cuisine (Hung Hom)","Cha Chaan Teng","3.8","(63)","Hong Kong"
"v7ao","Ching's Restaurant","Cha Chaan Teng","4.3","(56)","Hong Kong"
"u7wd","Chef Dating","Hong Kong","4.8","(6)","Hong Kong"
"bvuq","Fourty-eight Rice (Ma Tau Wai Road)","Rice Bowl","3.8","(26)","Hong Kong"
"t719","Chung Kee Food Stall","Hong Kong","5","(6)","Hong Kong"
"chcl","Eighty Ninety","Western","4.9","(49)","Hong Kong"
"z2in","Katiga Japanese Food Shop","Japanese","3.8","(76)","Hong Kong"
"tw5c","Coffee Station","Coffee","4.5","(100+)","Hong Kong"
"vob9","Kitsushou","Japanese","4.9","(22)","Hong Kong"
"tnwh","Fook Wui Sichuan","Sichuan","3.1","(14)","Hong Kong"
"c6iz","Federal Banquet (North Point)","Cantonese","4.7","(50)","Hong Kong"
"q099","Ping Ze Bbq","Skewers","3","(28)","Hong Kong"
"rxs3","Real Hanwoo (Mong Kok)","Korean","3.8","(64)","Hong Kong"
"efic","Heavenly (Kowloon)","Cha Chaan Teng","2.6","(6)","Hong Kong"
"v9uu","Are U Labeler","Western","4.5","(100+)","Hong Kong"
"tmza","Tung Yat BBQ","Skewers","4.2","(16)","Hong Kong"
"v1xj","Cross Cafe (Mong Kok)","Cha Chaan Teng","4.4","(1000+)","Hong Kong"
"e6ur","SBP BBQ","Skewers","4","(1)","Hong Kong"
"iv36","Thui Hing Lau","Cantonese","4","(1)","Hong Kong"
"itza","Oscar’s Pizza & Doner","Pizza","4.9","(9)","Hong Kong"
"vueb","S.D. Cafe","Cha Chaan Teng","4.4","(100+)","Hong Kong"
"v9vy","Great Thai Food","Thai","4.5","(100+)","Hong Kong"
"v2do","Taiwan Cuisine (Mong Kok)","Taiwanese","4","(100+)","Hong Kong"
"w8ms","Mui Kee Congee","Hong Kong","4.6","(100+)","Hong Kong"
"t92p","Rim Coffee","Coffee","4.8","(57)","Hong Kong"
"w0wy","Hing Wo Tong","Hong Kong","4.3","(28)","Hong Kong"
"s9ni","Ah Chun Shandong Dumpling","Chinese","4.5","(1000+)","Hong Kong"
"lv3r","K-Food Kitchen","Korean","5","(26)","Hong Kong"
"krxc","Spoon in Bowl","Dumpling","2.7","(22)","Hong Kong"
"vkuq","Cup Bop Korean Restaurant","Korean","4","(100+)","Hong Kong"
"ihjj","King Chun The Best [Extended Delivery]","Sichuan","5","(8)","Hong Kong"
"xuny","Bun Bun Patty","Burgers","2.6","(6)","Hong Kong"
"gj7z","Yoichi","Rice Bowl","2.7","(17)","Hong Kong"
"w8am","Joyful Catering Restaurant","Cantonese","4.5","(100+)","Hong Kong"
"p2lx","Sweet Basil","Thai","3.8","(24)","Hong Kong"
"uuy0","Don Lo Duk (Prince Edward)","Rice Bowl","4.7","(2)","Hong Kong"
"v6vu","Thai Food","Thai","4.1","(500+)","Hong Kong"
"acp5","Phở Kieu (Prince Edward)","Pho","4.7","(99)","Hong Kong"
"kam5","Mei Fu Hotpot","Hot Pot","2.7","(5)","Hong Kong"
"q1fp","Sun Yau Hing Restaurant","Cha Chaan Teng","4.5","(98)","Hong Kong"
"nh4f","Lian He Roasted","Siu Mei","5","(10)","Hong Kong"
"w5lc","Holiday Tea (Prince Edward)","Bubble Tea","4.5","(100+)","Hong Kong"
"aj92","BDK Kitchen","Western","4.5","(100+)","Hong Kong"
"v3kg","Ho Chai Kee","Congee","4.2","(100+)","Hong Kong"
"ojgq","Alley Chef","Hong Kong","4.3","(25)","Hong Kong"
"w1mv","The One Oyster Noodle","Rice Noodles","4.7","(90)","Hong Kong"
"vd5t","Prince Delicious Chicken","Hong Kong","3.8","(10)","Hong Kong"
"v9wa","Skewer King (To Kwa Wan)","Hong Kong","4.6","(1000+)","Hong Kong"
"w6gq","Hing Hing Dumpling","Dumpling","4.1","(100+)","Hong Kong"
"w1sj","Cheering Noodle & Congee House (Prince Edward)","Hong Kong","4.3","(100+)","Hong Kong"
"o2gc","Hachiban Tofa Shop","Hong Kong","2.7","(6)","Hong Kong"
"jblp","Buff","Coffee","4","(15)","Hong Kong"
"v5lh","Mei Chung Mei Restaurant","Cha Chaan Teng","4.3","(100+)","Hong Kong"
"z5e5","HEA Ice Cream","Ice Cream","4.7","(3)","Hong Kong"
"axlp","Happy Skewers","Hong Kong","3.7","(5)","Hong Kong"
"v4wy","Maria's Bakery (Prince Edward)","Hong Kong","3.6","(32)","Hong Kong"
"ywtv","All You Can Eat","Burgers","5","(2)","Hong Kong"
"w2hy","Block Sixteen Cart Noodle (Fa Yuen Street)","Cart Noodles","4.5","(100+)","Hong Kong"
"jn92","Simply Thai Modern Cuisine","Thai","1.8","(6)","Hong Kong"
"rb9j","FSTW. Coffee","Western","4.7","(44)","Hong Kong"
"s43q","BOLD","Western","3.5","(43)","Hong Kong"
"grue","OMG","Western","5","(1)","Hong Kong"
"ieuu","Qiandongnan","Chinese","1.4","(3)","Hong Kong"
"qyjc","Lantern Road Cafe & Bar [Extended Delivery]","International","1","(1)","Hong Kong"
"q5pc","Joyful Foodie","Hong Kong","4.7","(2)","Hong Kong"
"w8ap","David's Noodles","Cart Noodles","4.5","(100+)","Hong Kong"
"xlcb","Gold Medal Cafe (North Point)","Cha Chaan Teng","4.4","(100+)","Hong Kong"
"nkgi","Miss Fire Turkey Cart Noodle (North Point)","Cha Chaan Teng","4","(69)","Hong Kong"
"huqb","Sun Blessing House","HK Dessert","4.2","(88)","Hong Kong"
"qyu2","Rocket Chicken","Fried Chicken","4.3","(30)","Hong Kong"
"m89n","North Kitchen","Cha Chaan Teng","3.9","(33)","Hong Kong"
"e3it","Yama Shǒuzhì","Japanese","4.1","(27)","Hong Kong"
"so2d","Bar Guys","Skewers","4.2","(24)","Hong Kong"
"y4mf","Chun Ye","Taiwanese","4.6","(100+)","Hong Kong"
"arx1","Supreme Cafe","Cha Chaan Teng","4.8","(21)","Hong Kong"
"yhoi","flow","Western","4.9","(17)","Hong Kong"
"y2pz","Early Rice Stone Rice Rolls","Hong Kong","4.3","(100+)","Hong Kong"
"xf22","Fortune Dumplings","Chinese","2.2","(20)","Hong Kong"
"m10y","Hop Fung Noodle","Cart Noodles","4.2","(52)","Hong Kong"
"sixy","Plesion","Western","3.4","(11)","Hong Kong"
"j8fq","Sham Kee Foods","Hong Kong","4.2","(58)","Hong Kong"
"w4hg","Lee Hou Fuk Fast Food Shop","Hong Kong","4.5","(100+)","Hong Kong"
"dwdm","Red Leaf Village","Cha Chaan Teng","3","(6)","Hong Kong"
"zcmq","Fok Moon Moon Dumpling","Chinese","3","(1)","Hong Kong"
"v8dc","Café Sausalito","Western","4","(73)","Hong Kong"
"v5wg","Marina","Western","4.9","(61)","Hong Kong"
"v2dr","Yat Cafe (To Kwa Wan)","Cha Chaan Teng","4.6","(2000+)","Hong Kong"
"juqy","Ho Yuen Restaurant","Cantonese","4.1","(2)","Hong Kong"
"uh54","Sun Fung Desserts","HK Dessert","4.5","(45)","Hong Kong"
"l1xg","Tin Lok Bakery (Quarry Bay)","Hong Kong","4.3","(100+)","Hong Kong"
"a84a","Tea & Skewers Korean Fried Chicken (Sham Shui Po)","Korean","2","(72)","Hong Kong"
"sr3s","Breathing Space","Taiwanese","2.2","(100+)","Hong Kong"
"f0k4","Honor Siu Mei","Siu Mei","4.3","(70)","Hong Kong"
"v5cn","Friendly Cafe","Cha Chaan Teng","4.1","(100+)","Hong Kong"
"jsp7","Fifty Fifty (Quarry Bay)","Coffee","4.5","(38)","Hong Kong"
"vw9m","Trendy Dining Hall","Taiwanese","2.3","(18)","Hong Kong"
"eqgc","Grotto","Western","4.9","(71)","Hong Kong"
"psqk","Joy Luck Cafe","Chinese","3.9","(36)","Hong Kong"
"ku2a","Breathing Space Private Kitchen","Japanese","3.9","(32)","Hong Kong"
"czej","Santo Cuisine (To Kwa Wan)","Hong Kong","3.4","(6)","Hong Kong"
"v0wl","Malayan Restaurant (Quarry Bay)","Malaysian","4.1","(100+)","Hong Kong"
"q6b2","Lung Chun BBQ","Skewers","4","(7)","Hong Kong"
"v8xj","The Soupaholic","Singaporean","5","(16)","Hong Kong"
"h1o9","Wendy Fresh Fruit & Gift Cafe","Hong Kong","4.6","(100+)","Hong Kong"
"z6c8","In Noodle","Hong Kong","4.9","(30)","Hong Kong"
"x3tw","ToastMan (Quarry Bay)","Taiwanese","4.4","(90)","Hong Kong"
"w7yu","Prawn Noodle Shop (Quarry Bay)","Southeast Asian","4.5","(1000+)","Hong Kong"
"bdcf","Goc Viet","Pho","4.5","(72)","Hong Kong"
"u4yr","Starbucks Coffee (Hoi Kwong Street)","Coffee","4.7","(59)","Hong Kong"
"amfw","Like Soup (Quarry Bay)","Hong Kong","4.3","(2)","Hong Kong"
"dfxq","Champion (Quarry Bay)","Western","4.5","(100+)","Hong Kong"
"fw9m","Mr & Mrs Fox","Western","5","(8)","Hong Kong"
"f3g3","Hey Man Noodles","Cart Noodles","4.6","(100+)","Hong Kong"
"hoii","Villa Villa Burger","Western","5","(41)","Hong Kong"
"a8oa","Yue Min Fong","Rice Noodles","4.8","(500+)","Hong Kong"
"u52d","Lam’s Canton BBQ","Siu Mei","4.7","(9)","Hong Kong"
"v9dg","Snapper (Quarry Bay)","Japanese","4.3","(500+)","Hong Kong"
"cknc","Hoi Wui Congee","Congee","4.5","(100+)","Hong Kong"
"yebc","Fruitie","Hong Kong","5","(17)","Hong Kong"
"v3ey","Tung Kee Kitchen","Hong Kong","4","(100+)","Hong Kong"
"wzok","W&S Cafe","Hong Kong","4.7","(100+)","Hong Kong"
"ytb8","Sweet Home","Hong Kong","5","(3)","Hong Kong"
"ll86","Dorma Dorma","Taiwanese","4","(14)","Hong Kong"
"w0fm","Ho Mei Yuen Restaurant","Hong Kong","4.2","(100+)","Hong Kong"
"cpp6","Lung Chong","Chinese","4.8","(15)","Hong Kong"
"d2ux","Meen Lady","Hong Kong","4.7","(14)","Hong Kong"
"j8tz","Long Chun Noodles (Wong Chuk Street)","Hong Kong","4.9","(14)","Hong Kong"
"v5yv","Take It Easy","Japanese","4.1","(99)","Hong Kong"
"x7mh","Ko Ming","Hong Kong","4.3","(100+)","Hong Kong"
"w5z5","NN Coffee - Pole Beat (Quarry Bay)","Western","1","(2)","Hong Kong"
"s2xg","Grove Sandwiches (Quarry Bay)","Western","4.3","(100+)","Hong Kong"
"z7xu","Sun Hung Kee Coffee Shop","Cha Chaan Teng","4","(100+)","Hong Kong"
"t56s","Sour Fish","Sauerkraut fish","4.1","(100+)","Hong Kong"
"rsq1","Sweet Mall (Sham Shui Po)","International","5","(1)","Hong Kong"
"m1pv","Leung Kee Singapore Hainanese Chicken Specialty Store","Singaporean","4.5","(100+)","Hong Kong"
"v2vf","Pure Taro","Bubble Tea","2.2","(19)","Hong Kong"
"jgzl","Excellent Line","Japanese","4.7","(15)","Hong Kong"
"n0b6","Jello & Mellow","Western","4.4","(2)","Hong Kong"
"puh4","Purple Poke BBQ","International","4.8","(46)","Hong Kong"
"t0kg","Coffee by Treehouse (Lincoln House)","International","4.5","(3)","Hong Kong"
"n24r","The Cakery (Taikoo Place)","Cakes","4","(1)","Hong Kong"
"vk5d","Too Bear Tea","Lemon Tea","4.7","(6)","Hong Kong"
"nm8y","Wong Thai Thai","Thai","2.1","(15)","Hong Kong"
"v4fj","Canton Restaurant","Cha Chaan Teng","4.2","(100+)","Hong Kong"
"xoka","Kam Lung Thaifood","Thai","3.8","(87)","Hong Kong"
"rah9","Tasty Spicy Noodles Restaurant","Rice Noodles","3.1","(26)","Hong Kong"
"rj9p","Duyimeishi","Hong Kong","5","(43)","Hong Kong"
"x7nj","Lau Sum Kee Noodle (Fuk Wing Street)","Hong Kong","4.3","(100+)","Hong Kong"
"w3hp","Sharp Star Restaurant","Hong Kong","4.7","(100+)","Hong Kong"
"ktr4","Brother Noodle","Taiwanese","4.9","(11)","Hong Kong"
"rl0e","Fusion Skewer","Skewers","4.9","(22)","Hong Kong"
"w7ny","Man Kee Cart Noodle (121 Fuk Wing Street)","Cart Noodles","4.3","(1000+)","Hong Kong"
"w9jp","Eat Together (Eat to New) (Fuk Wing Street)","Hong Kong","4.2","(100+)","Hong Kong"
"o5te","Chung's Noodles","Cantonese","5","(3)","Hong Kong"
"xp89","Together In Restaurant","Chiu Chow","2.7","(2)","Hong Kong"
"v3np","Eiffel Bistro","French","4.5","(96)","Hong Kong"
"h0l8","Bearhorn","Hong Kong","4.3","(5)","Hong Kong"
"nhs1","Papa's Burger","Burgers","3.3","(5)","Hong Kong"
"pgeg","Lee Ma Ma Kitchen","Taiwanese","4.7","(4)","Hong Kong"
"r1ft","Fook Yuen Cafe Kitchen","Cha Chaan Teng","3.7","(100+)","Hong Kong"
"tf70","Pignic","Hong Kong","5","(1)","Hong Kong"
"g87w","Viet Thai Mama","Thai","4.1","(6)","Hong Kong"
"fymw","ha ha ba ba prawn soup noodle shop","Sushi","4.6","(25)","Hong Kong"
"bdgf","Ban Heung Lau","Chinese","4.3","(17)","Hong Kong"
"v7ms","Nam Shan Thai Food","Skewers","4.3","(100+)","Hong Kong"
"kmz8","Ace Cafe","Cha Chaan Teng","4.3","(100+)","Hong Kong"
"vsgm","Dancing Kettle","Coffee","3.1","(38)","Hong Kong"
"j1yo","agnès b. Café LPG (Tai Koo)","French","4.8","(100+)","Hong Kong"
"m8th","I-Thai","Thai","4.3","(500+)","Hong Kong"
"v2wt","Sweet Moment","HK Dessert","4.4","(100+)","Hong Kong"
"gh3r","Sushi Dim Chi","Sushi","4.3","(34)","Hong Kong"
"m21o","Thai O-Cha K2","Thai","3.6","(3)","Hong Kong"
"sjiy","Garden at Mei Ho Cafe","Western","4.7","(23)","Hong Kong"
"u7zg","Cha Kee DPD","Cha Chaan Teng","4.4","(40)","Hong Kong"
"v4n8","Bubble Tea","Taiwanese","3.2","(71)","Hong Kong"
"q5ud","Hung Kee Snacks","Hong Kong","3","(33)","Hong Kong"
"w9ok","Ming Hing Rice Noodle Roll (Shek Kip Mei)","Hong Kong","4.6","(100+)","Hong Kong"
"sf1a","Ban Fu","Sichuan","4.1","(10)","Hong Kong"
"a7r0","Thai Yummy","Thai","4.7","(6)","Hong Kong"
"uucy","Aberdeen Chao Zhou Seafood Restaurant","Chiu Chow","4.3","(100+)","Hong Kong"
"r7oi","Taiwanese Prince","Bubble Tea","1","(1)","Hong Kong"
"xi9p","Kings Food","Hong Kong","4.8","(65)","Hong Kong"
"vvf0","Lucky Star Hainanese Chicken","Hong Kong","4.7","(31)","Hong Kong"
"x9bi","BrewJob Coffee (Tai Koo)","Coffee","4.6","(100+)","Hong Kong"
"ogie","Mild","Western","4.8","(16)","Hong Kong"
"fu7z","Cow Rock Cuisine","Japanese","4.4","(26)","Hong Kong"
"v7ra","Rustico","Spanish","3.6","(47)","Hong Kong"
"goqd","Blossomy Thai Cuisine","Thai","5","(13)","Hong Kong"
"lh88","Yam Dim Kitchen (Cheung Sha Wan) [Extended Delivery]","Dim Sum ","3","(1)","Hong Kong"
"w7aw","New Jinhua Siu Mei Brine Restaurant (Kowloon City)","Siu Mei","4.6","(100+)","Hong Kong"
"c2ww","Tung's Roasted Goose Restaurant","Hong Kong","4","(1)","Hong Kong"
"x5og","Chinese Sauerkraut Fish (Cheung Sha Wan)","Sichuan","4.2","(100+)","Hong Kong"
"btrh","Chiu Chow Skewers BBQ Hotpot","Chiu Chow","2.6","(3)","Hong Kong"
"s9ed","Oslo Cafe","Western","4.3","(100+)","Hong Kong"
"gk7s","Wai Izakaya","Skewers","3.8","(35)","Hong Kong"
"aaha","Tai Wo Tang Cafe","Western","5","(1)","Hong Kong"
"s1os","Hamataki (Kowloon City)","Japanese","4.4","(78)","Hong Kong"
"cmru","Uedo Sakaba","Japanese","4.7","(35)","Hong Kong"
"zi9i","Blossom (Kowloon City)","Coffee","4.6","(100+)","Hong Kong"
"v9lc","Pho Tai (Lai Chi Kok)","Vietnamese","4.4","(500+)","Hong Kong"
"v6ek","Tsuen Shing Roast Restaurant","Cha Chaan Teng","4.1","(100+)","Hong Kong"
"t5mn","Old Street Restaurant","Hot Pot","5","(2)","Hong Kong"
"s8xu","The Americano By Texas Burger","Burgers","4.4","(100+)","Hong Kong"
"oc9n","Lo Kam Years","Hong Kong","3.7","(53)","Hong Kong"
"foik","Oceanus","Sushi","4.7","(13)","Hong Kong"
"xyb3","Maggie & Rose","Western","3.6","(2)","Hong Kong"
"agie","Cafe Neo F","Cha Chaan Teng","4.8","(100+)","Hong Kong"
"v1bs","Picoso","Mexican","4.2","(19)","Hong Kong"
"f700","Golden Cafe (Shun Ning Road)","Cha Chaan Teng","4.4","(100+)","Hong Kong"
"dkoq","Everyone Cha Dong","Hong Kong","4","(1)","Hong Kong"
"zy17","Lucky Thai","Thai","4.7","(100)","Hong Kong"
"gw21","NutraFit (Lai Chi Kok)","Japanese","2","(1)","Hong Kong"
"u4xj","Chun Mei Fong Delicious Food (Cheung Sha Wan)","Skewers","4.9","(5)","Hong Kong"
"sgh1","Crystal’s Kitchen","Hong Kong","4.4","(21)","Hong Kong"
"zmoo","Nesture (Cheung Sha Wan)","HK Dessert","5","(1)","Hong Kong"
"xho2","Street Bomber","Asian","4.5","(17)","Hong Kong"
"v1pz","Wing Chung Dai Pai Dong","Hong Kong","4.3","(500+)","Hong Kong"
"v5vy","Cow Baby","Hong Kong","4.8","(100+)","Hong Kong"
"a3za","Kan Hing Coffee Shop","Cha Chaan Teng","4.5","(100+)","Hong Kong"
"iv33","Soul Don Lunch","Hong Kong","4.2","(100+)","Hong Kong"
"glow","Lumière","International","4.8","(54)","Hong Kong"
"w2me","Satay House","Skewers","4.5","(500+)","Hong Kong"
"xljl","The Orbit Cafe","French","4","(1)","Hong Kong"
"yb54","Master Fish Ball","Hong Kong","4.5","(100+)","Hong Kong"
"yssa","Pancake Bunny","Western","4.2","(100+)","Hong Kong"
"x5vd","I Miss You","Taiwanese","4.3","(100+)","Hong Kong"
"r9l5","Stone One (Kowloon City)","Japanese","4.4","(78)","Hong Kong"
"v2wn","Shalom","HK Dessert","4.6","(100+)","Hong Kong"
"w1pf","Healthy Juice (Lai Chi Kok)","Drinks","4.5","(10)","Hong Kong"
"r0ih","Little Noodle House (Shau Kei Wan)","Sichuan","4.5","(2000+)","Hong Kong"
"ia0t","Yee Kee (Sai Wan Ho)","Japanese","3.8","(67)","Hong Kong"
"dmuj","Ah Yan Shredded Chicken","Shredded chicken","3.9","(10)","Hong Kong"
"cdz5","President House Korean BBQ","Korean","5","(2)","Hong Kong"
"s5uv","Double Hearts For Noodle","Hong Kong","4.4","(500+)","Hong Kong"
"wx7w","Lin Man Kee","Cha Chaan Teng","4.7","(43)","Hong Kong"
"w01x","Catering Man","Cha Chaan Teng","4.5","(57)","Hong Kong"
"d6kb","Auntie Thai Signature Noodles","Thai","4.4","(100+)","Hong Kong"
"x20s","Green House Tea","Bubble Tea","4.4","(9)","Hong Kong"
"tqdc","Cs' Bakery","Western","4.9","(39)","Hong Kong"
"oxfx","Ichi Yaki","Skewers","2","(4)","Hong Kong"
"e8wc","Chill Light Meals 300 kcal","International","5","(1)","Hong Kong"
"yl5m","Contrast","Coffee","3.1","(39)","Hong Kong"
"djxl","Taste Dumpling","Dumpling","4.3","(7)","Hong Kong"
"wgwu","Youshoku Shouten","Japanese","4.8","(6)","Hong Kong"
"d2s8","Moonkee Hairy Crab","Hong Kong","1","(1)","Hong Kong"
"w2rl","The Hoop","Cha Chaan Teng","4.7","(100+)","Hong Kong"
"iepi","South Herbal Lab","International","3.5","(10)","Hong Kong"
"c7dz","Peony Cafe","Western","4.6","(500+)","Hong Kong"
"v6hj","Coffee Question","Coffee","4","(100+)","Hong Kong"
"mnos","K Chicken","Fried Chicken","4.6","(85)","Hong Kong"
"e8qq","Secret-in","Hong Kong","4.4","(100+)","Hong Kong"
"d1pv","YuYu Sushi","Sushi","4.2","(68)","Hong Kong"
"ghse","Bai Li Fang","Dumpling","3.4","(16)","Hong Kong"
"ok3h","Food Expression (Kowloon Bay)","Asian","4.4","(100+)","Hong Kong"
"u4ig","Ming Hing Canteen","Cha Chaan Teng","4.8","(39)","Hong Kong"
"fp4b","TYP.88","Thai","4.1","(100+)","Hong Kong"
"jg8x","SipSip (Kowloon Bay)","Hong Kong","4.8","(15)","Hong Kong"
"gal3","Three More More Workshop (Kowloon Bay)","Dim Sum ","3.6","(100+)","Hong Kong"
"n791","Yakiniku One","Japanese","5","(2)","Hong Kong"
"dnck","Miss Fire Turkey Cart Noodle  (Kowloon Bay)","Cart Noodles","4.5","(35)","Hong Kong"
"v4ku","Tomato Club (Kowloon Bay)","Hong Kong","4.5","(100+)","Hong Kong"
"w6pz","Ajidouraku (Cheung Sha Wan)","Japanese","4.5","(500+)","Hong Kong"
"a0eb","Little Spicy","Sichuan","1.7","(2)","Hong Kong"
"xbgp","Tokei Cafe","Coffee","4.2","(14)","Hong Kong"
"v9rq","Hon One Korean Restaurant","Korean","4.7","(100+)","Hong Kong"
"afe8","Thai Drunk","Thai","4","(27)","Hong Kong"
"o57w","Eat Chinese Restaurant","Dim Sum ","4.4","(33)","Hong Kong"
"w5or","Royal Tea","Bubble Tea","4.4","(100+)","Hong Kong"
"wuiv","Big Bang Don (Kowloon Bay)","Rice Bowl","4.6","(67)","Hong Kong"
"tole","K-Town","Korean","4.4","(12)","Hong Kong"
"zy83","O'chicken","Hainan chicken","4.7","(39)","Hong Kong"
"dskg","Kwan Gei Congee Shop","Congee","3.8","(25)","Hong Kong"
"xlxu","RTC PrepMeal (Fusion Delight)","Sichuan","3.8","(8)","Hong Kong"
"w2kk","Friends Cafe","Cha Chaan Teng","4.3","(100+)","Hong Kong"
"paex","Shun Wo Canteen","Cha Chaan Teng","2.9","(39)","Hong Kong"
"x5ir","Cha Sat","Southeast Asian","4.5","(500+)","Hong Kong"
"b1g6","Tung Kiu Restaurant","Hong Kong","4.4","(500+)","Hong Kong"
"r93n","The Itaewon Kitchen and Bar (Airside)","Korean","2.5","(9)","Hong Kong"
"w6vw","Shiki Etsu Japanese Restaurant (Kowloon Bay)","Japanese","4.2","(22)","Hong Kong"
"w4fx","Morii Espresso Bar","Western","4.6","(100+)","Hong Kong"
"keuf","The Rooster King Cafe","Cha Chaan Teng","3.9","(69)","Hong Kong"
"w8zp","Naruto Japanese Restaurant","Japanese","4.5","(100+)","Hong Kong"
"w4rl","Fancy Seasons","Western","4.4","(43)","Hong Kong"
"a3ul","HQ.Delicacies","Hong Kong","4.1","(84)","Hong Kong"
"ynhp","#HAPi x YMS Cafe (Zero Carbon Park)","Western","5","(2)","Hong Kong"
"x5ym","Season Plus","Hong Kong","4.1","(39)","Hong Kong"
"pjb4","Simple EL","Western","4.8","(37)","Hong Kong"
"b96u","Royal Pantry","Cha Chaan Teng","3","(20)","Hong Kong"
"kima","The Meek Coffee","Western","3.9","(4)","Hong Kong"
"gqpx","Wai So Good Noodle","Rice Noodles","4.6","(20)","Hong Kong"
"djah","3dots.","Western","3.2","(47)","Hong Kong"
"zsp3","Sixty One Restaurant","Western","3.8","(100+)","Hong Kong"
"cqa8","G.A. Cafe Limited","Cha Chaan Teng","4.4","(100+)","Hong Kong"
"op91","Canadian Bites","Western","2.6","(24)","Hong Kong"
"w1ge","Lungo (Kowloon Bay)","Western","4.8","(100+)","Hong Kong"
"cfkf","Deli Fish (Kowloon Bay)","Hong Kong","4.8","(100+)","Hong Kong"
"w9dg","Ogawa Restaurant HK","Japanese","4.5","(100+)","Hong Kong"
"gw0m","Americano","Western","3.9","(20)","Hong Kong"
"xoi8","Wing On Yuen Canteen","Cha Chaan Teng","3.4","(49)","Hong Kong"
"g3wu","Thai Corner","Thai","4.4","(100+)","Hong Kong"
"ksi9","A Little Gift","Western","5","(1)","Hong Kong"
"updc","Maigut (Wing Fat Industrial Building)","Korean","4","(3)","Hong Kong"
"lh13","Factory 852","Cha Chaan Teng","4.5","(12)","Hong Kong"
"i7xi","Sinbad Coffee Roasters","Western","3.9","(3)","Hong Kong"
"wgxm","Wai Fung Vegetarian Food (Kowloon Bay)","Hong Kong","4.6","(96)","Hong Kong"
"dbon","Planet","Italian","3.8","(11)","Hong Kong"
"x5dj","French Lab","French","3.4","(19)","Hong Kong"
"cie7","Chun Si Restaurant","Taiwanese","3","(23)","Hong Kong"
"e7sz","Iso No Mizu","Sushi","4.9","(6)","Hong Kong"
"x9ny","Eight Eleven","Hong Kong","4.5","(71)","Hong Kong"
"x12o","V & K Cafe","Western","4.8","(41)","Hong Kong"
"w4mn","Co:eat Space (Ngau Tau Kok)","Hong Kong","2.4","(41)","Hong Kong"
"huul","5ml Wit","Cantonese","3.7","(19)","Hong Kong"
"x8my","Soul Brisket (San Po Kong)","Hong Kong","4.6","(100+)","Hong Kong"
