"StoreId","CompleteStoreName","FoodType","AverageRating","Reviewers","City"
"s9oa","High Street Grill","Western","4.3","(1000+)","Hong Kong"
"jdgo","B&L","Western","3.2","(21)","Hong Kong"
"x5ah","Fish N Chill (Sai Ying Pun)","British","3.8","(500+)","Hong Kong"
"s8lg","1963 Treee","Taiwanese","4.4","(500+)","Hong Kong"
"g4ye","OVO Cafe","Western","4.6","(100+)","Hong Kong"
"g2n4","Kam Kee Cafe (Harbour Centre) [Budget Meals for One]","Cha Chaan Teng","4","(1)","Hong Kong"
"v3cn","River Sichuan Restaurant","Sichuan","4.6","(500+)","Hong Kong"
"w2ft","Zanji Ramen","Japanese","4.1","(100+)","Hong Kong"
"gfc5","Wan Chai Shun Kee","Hong Kong","4.2","(8)","Hong Kong"
"w8nd","Ching Ching Dessert","HK Dessert","4.6","(500+)","Hong Kong"
"ux8g","E.Tea (Harbour Centre)","Bubble Tea","4.9","(26)","Hong Kong"
"b2vk","Craftsman Dinner (Wan Chai)","Japanese","4.5","(100+)","Hong Kong"
"xruo","H+Cafe","Western","4.8","(35)","Hong Kong"
"cqaq","Chachago (Wan Chai)","Bubble Tea","4.5","(17)","Hong Kong"
"v8di","Purple King","Chinese","4.3","(86)","Hong Kong"
"d7nz","Northern Dumpling Yuan (Wan Chai) [Budget Meals for One]","Dumpling","5","(1)","Hong Kong"
"f87c","Sweet Home","HK Dessert","4.5","(1000+)","Hong Kong"
"nb5b","Korean Mum's Cook (Sai Ying Pun)","Korean","4.5","(500+)","Hong Kong"
"v2lt","JoonGo House Korean Restaurant","Korean","4.8","(500+)","Hong Kong"
"v5rw","Tasty Roast Goose (Sai Ying Pun)","Chiu Chow","3.8","(100+)","Hong Kong"
"t9nk","Ming Fat Restaurant","Cha Chaan Teng","4.4","(100+)","Hong Kong"
"v5dt","Turkuaz Restaurant (Sai Ying Pun)","Middle Eastern","4.8","(100+)","Hong Kong"
"uua0","Sang Kee Braised Goose","Chinese","4.3","(100+)","Hong Kong"
"nfnf","Chan See Kee Restaurant","Hong Kong","3.7","(100+)","Hong Kong"
"b6sh","88 HIGH STREET","Western","4.3","(100+)","Hong Kong"
"dk13","Junro Tea","Taiwanese","3.8","(21)","Hong Kong"
"eyxm","Sun Fat Kee Congee","Cantonese","3.9","(100+)","Hong Kong"
"s0qp","Pizza Time (Sai Ying Pun)","Pizza","4.2","(500+)","Hong Kong"
"lx8j","The Red Hot Chili Burrow","Sichuan","4.5","(100+)","Hong Kong"
"m19t","Mochi King (Wan Chai)","Hong Kong","4.8","(36)","Hong Kong"
"mbdr","Crazy Chicken (Wan Chai)","Hong Kong","4.5","(500+)","Hong Kong"
"u1bl","Mallacca Spice","Indian","4.3","(100+)","Hong Kong"
"w2l6","KEBUKE","Bubble Tea","4.5","(8)","Hong Kong"
"zzxe","Green Monzter","Pizza","4.4","(2)","Hong Kong"
"hlii","Always Gathering (Sai Ying Pun)","Cha Chaan Teng","4.7","(100+)","Hong Kong"
"anf4","SPAGO","Italian","3.9","(20)","Hong Kong"
"n8ih","Oriental Vegetarian","Hong Kong","4.2","(100+)","Hong Kong"
"x4kz","Sun Tak Hing Restaurant","Cha Chaan Teng","4.3","(500+)","Hong Kong"
"v3gu","Friendly Corner","Hong Kong","4.4","(1000+)","Hong Kong"
"v8za","MoMo N Curry","Indian","4","(1000+)","Hong Kong"
"i54w","Sugidama by Sushiro (Wan Chai)","Sushi","4.4","(30)","Hong Kong"
"h746","Yuli Savor","Bubble Tea","4.7","(100+)","Hong Kong"
"kalf","Du Hsiao Yueh (Tsim Sha Tsui)","Taiwanese","4.8","(6)","Hong Kong"
"tpby","Ciao Chow (Sai Ying Pun)","Pizza","4.6","(35)","Hong Kong"
"xcrd","Money Cake (Star House)","Taiwanese","1.1","(3)","Hong Kong"
"e6y0","Tea Ice","Bubble Tea","4.4","(8)","Hong Kong"
"bp4o","River Sichuan Private Kitchen","Sichuan","1.9","(9)","Hong Kong"
"v2ww","Divino Patio Ristorante Bar Pizzeria","Italian","3.7","(46)","Hong Kong"
"v7mf","Tandoori Flames (Sai Ying Pun)","Indian","3.9","(500+)","Hong Kong"
"esxg","La Hind Ham Pizzaria (Sai Ying Pun)","Pizza","3.8","(32)","Hong Kong"
"s4ik","Andrea's Bagel Crust Pizza","Pizza","4.3","(1000+)","Hong Kong"
"a338","Hoi Shuen Restaurant","Hong Kong","4.9","(14)","Hong Kong"
"otm7","Kebap Kasabasi","Middle Eastern","3.2","(100+)","Hong Kong"
"qa6o","Maek Jeok (Wan Chai)","Korean","4.3","(66)","Hong Kong"
"q1cn","Bafang Dumpling (Ming Fung)","Dumpling","4.4","(1000+)","Hong Kong"
"s1sj","Istanbul Turkish Kebabs & Grills","Kebab","4.4","(1000+)","Hong Kong"
"s5jy","Ming Ming Cart Noodle Bar (296 Hennessy Road)","Cart Noodles","4.4","(4000+)","Hong Kong"
"w0wo","Lee House Restaurant","Cantonese","3.8","(100+)","Hong Kong"
"quw2","LN Coffee","Western","4.9","(100+)","Hong Kong"
"ditn","Good One Cafe","International","4.9","(5)","Hong Kong"
"vd81","Pop Of Corn (Wan Chai)","Hong Kong","5","(2)","Hong Kong"
"h3uk","Supreme Pickled Fish (Wan Chai Heard Street)","Sauerkraut fish","4.3","(100+)","Hong Kong"
"okwb","Sweet Dance (Wan Chai)","Dessert","2.9","(2)","Hong Kong"
"z4a3","Tea Moment","Chinese","3.5","(6)","Hong Kong"
"v8us","Pak Soi Asian Kitchen","Thai","4.7","(500+)","Hong Kong"
"w6xy","Phở Sài Gòn Vietnamese Cuisine","Vietnamese","4.3","(1000+)","Hong Kong"
"v6gg","Taiwan Lang (Western District)","Taiwanese","4.3","(500+)","Hong Kong"
"bz76","Tea Meet Belle (Wan Chai)","Hong Kong","4.7","(7)","Hong Kong"
"jdrb","Rainbow Restaurant","Cha Chaan Teng","4.3","(67)","Hong Kong"
"synu","Spicy Wood (Wan Chai)","Sichuan","3.9","(17)","Hong Kong"
"h312","Hung Hing Restaurant","Cha Chaan Teng","3.4","(100+)","Hong Kong"
"baa4","Kowloon City Fu Kee Noodles","Hong Kong","4.8","(100+)","Hong Kong"
"b1km","Dragonking Dim Sum","Dim Sum ","4.4","(1000+)","Hong Kong"
"pz5u","Congee Belle (Wan Chai)","Hong Kong","4.9","(6)","Hong Kong"
"v1ok","Chui King Lau","Cantonese","4.3","(100+)","Hong Kong"
"dkrx","Wu Zhi Jian Lanzhou Beef Noodles","Hong Kong","2.7","(6)","Hong Kong"
"cbcp","Som Tum Thai","Thai","4.5","(100+)","Hong Kong"
"w6xm","Sing Kee Restaurant","Hong Kong","4.8","(100+)","Hong Kong"
"gy9z","Eureka","Japanese","5","(9)","Hong Kong"
"vqqj","Birria Y Birria","Mexican","4.5","(6)","Hong Kong"
"avb5","Hanamiyama Sushi","Sushi","4.6","(100+)","Hong Kong"
"w6ct","Wong Kee Restaurant","Chiu Chow","4.5","(100+)","Hong Kong"
"v4us","Megan's Kitchen (Wan Chai)","Cantonese","4.5","(100+)","Hong Kong"
"s8cw","Taco Chaca","Mexican","4.4","(5000+)","Hong Kong"
"m5nd","Characteristic Snacks","Chinese","4.4","(100+)","Hong Kong"
"s3xp","Umai SushiKan","Japanese","3.4","(29)","Hong Kong"
"w3rn","Kitchen Z.O.D.","Japanese","4.3","(500+)","Hong Kong"
"efyy","Miss Fly (Wan Chai)","Hong Kong","4.6","(5)","Hong Kong"
"wst0","Tiger Hainanese Chicken","Cantonese","4.7","(28)","Hong Kong"
"hm4s","Dimples Hotpot (Wan Chai)","Hot Pot","4.7","(5)","Hong Kong"
"v6zz","Sabah Malaysian Cuisine","Malaysian","4.7","(100+)","Hong Kong"
"dfb8","Wakayama (Wan Chai)","Japanese","3.5","(30)","Hong Kong"
"yb0i","Dim One (Wan Chai)","Dim Sum ","4.1","(14)","Hong Kong"
"w7wm","The Matsu","Japanese","4.6","(100+)","Hong Kong"
"j4is","Kin's Kitchen","Hong Kong","4.5","(100+)","Hong Kong"
"vddh","Tarone","Taiwanese","4.4","(100+)","Hong Kong"
"s3br","Oppa Chicken (Sai Ying Pun)","Korean","4.6","(5000+)","Hong Kong"
"edwa","BBQ King (Wan Chai)","Skewers","4.3","(9)","Hong Kong"
"v4cu","Taste of Home","Hong Kong","4.4","(65)","Hong Kong"
"rmne","TamJai SamGor Mixian (Wan Chai Road) [Budget Meals for One]","Rice Noodles","5","(3)","Hong Kong"
"v1aw","Mouth Full","Hong Kong","4.2","(100+)","Hong Kong"
"c3a6","Fat Girl Juice Specialist","Hong Kong","4.6","(92)","Hong Kong"
"v3pk","Shi Wei Sliced Noodle (Wan Chai)","Chinese","4.4","(1000+)","Hong Kong"
"w2ki","Yummy Sushi","Sushi","4.1","(100+)","Hong Kong"
"r755","Lemna Of The Alchemist (Tsim Sha Tsui)","Western","5","(1)","Hong Kong"
"qq0t","Hau Xing Yu Shredded Chicken (Wan Chai)","Shredded chicken","4.5","(58)","Hong Kong"
"w1jt","Mexican House by Seoul Bros (Wan Chai)","Mexican","4.2","(1000+)","Hong Kong"
"i7nh","Pandan Thai Cafe","Thai","4.3","(500+)","Hong Kong"
"w3jz","Arirang Korean Restaurant","Korean","3.9","(100+)","Hong Kong"
"v6eq","Hing Kat Oya","Japanese","4.3","(100+)","Hong Kong"
"h775","Su Ruan BBQ","Hong Kong","4.1","(4)","Hong Kong"
"k8v5","Sakura House","Japanese","4.2","(100+)","Hong Kong"
"g9rp","Chicken N Fries by Seoul Bros (Wan Chai) [Extended Delivery]","Western","3","(30)","Hong Kong"
"yov8","Yuen Long Hop Lung Noodle (Wan Chai)","Chiu Chow","4.5","(100+)","Hong Kong"
"s3xn","New Forest Restaurant (Wan Chai)","Hong Kong","4.6","(1000+)","Hong Kong"
"z0za","Tak Lee Chiu Chow Restaurant","Chiu Chow","4","(100+)","Hong Kong"
"w2av","Home Town Dumpling (Sai Wan)","Chinese","4.3","(1000+)","Hong Kong"
"w2nr","Cafe 2 Oyster and Grill","-180 min","4.6","(49)","Hong Kong"
"v9ie","Uncle Wah Seafood Rest","Chinese","4.6","(1000+)","Hong Kong"
"k8gu","Little Spicy Hot Pot","Sichuan","3.8","(100+)","Hong Kong"
"u88r","Keep Eat Simple","Taiwanese","4.5","(100+)","Hong Kong"
"zzmb","Brown Sugar Restaurant","Cha Chaan Teng","4.4","(47)","Hong Kong"
"lpoh","Shang Hai Wai Kee 1996 HK","Shanghainese","3.7","(59)","Hong Kong"
"v2rx","Hong Kong Fish Ball King","Hong Kong","4.1","(500+)","Hong Kong"
"c8k0","Imperial Treasure Fine Chinese Cuisine (Tsim Sha Tsui)","Chinese","3.8","(15)","Hong Kong"
"b4pt","Backstreet Oasis","French","4.9","(7)","Hong Kong"
"v5lw","Kung Tak Lam Shanghai Vegetarian Cuisine (Tsim Sha Tsui)","Shanghainese","4.1","(100+)","Hong Kong"
"gslp","Crispi Bun (Tsim Sha Tsui)","Western","4.1","(83)","Hong Kong"
"q3fw","Junelsrestobar","Filipino","4.2","(100+)","Hong Kong"
"t6xh","DuTing (Fai Kee Snack Shop)","Hong Kong","4.5","(100+)","Hong Kong"
"w0sk","1 Ban Japanese Food (Food Republic - Silvercord)","Japanese","4.9","(38)","Hong Kong"
"yggj","Pizza & Petty","Pizza","2.3","(37)","Hong Kong"
"rmjk","Lao Chang Sha Restaurant (Sai Ying Pun)","Chinese","4.4","(15)","Hong Kong"
"di99","Pho Anh","Vietnamese","4.7","(72)","Hong Kong"
"ivyf","Geylang (Wan Chai)","Singaporean","4.6","(100+)","Hong Kong"
"s2on","Gaylord Indian Restaurant","Indian","4.3","(500+)","Hong Kong"
"x4rq","Yui Kee Restaurant Kitchen","Cha Chaan Teng","4.3","(500+)","Hong Kong"
"jf8c","The Pot Spot (K11 Musea)","Chinese","1","(1)","Hong Kong"
"s5zz","Andy's Hot Pot","Chinese","4.4","(5000+)","Hong Kong"
"v8xd","Wah Yuen Chiu Chow Cuisine","Chiu Chow","4.1","(62)","Hong Kong"
"m82q","Taifu R","Ramen","4.5","(100+)","Hong Kong"
"glfk","G Bar","Western","1","(1)","Hong Kong"
"tlnb","King Prawn Asian Restaurant (Sai Wan)","Southeast Asian","4.4","(500+)","Hong Kong"
"vdv0","24-35 Fusion Fast Food","Indian","4.2","(500+)","Hong Kong"
"w1zv","Under Bridge Spicy Crab (Branch No. 2)","Hong Kong","4.6","(100+)","Hong Kong"
"oy4f","Hee Kee Fried Crab Expert Limited (Wan Chai)","Hong Kong","4.4","(36)","Hong Kong"
"v8wt","Mr. Pizza","Pizza","4.4","(500+)","Hong Kong"
"z1ih","Tin Lok Restaurant","Cantonese","4.4","(4)","Hong Kong"
"w0tt","Barchua House (Wan Chai)","Sichuan","4.5","(1000+)","Hong Kong"
"wro8","Chinese Banquet (Sai Ying Pun)","Chinese","4.2","(100+)","Hong Kong"
"o41l","Meet Point (Tin Lok Lane)","Dim Sum ","4","(100+)","Hong Kong"
"hb7c","Keung Kee Meat Shop","Siu Mei","4.5","(100+)","Hong Kong"
"qxmi","Taifu R [Budget Meals for One]","Ramen","5","(2)","Hong Kong"
"s9wt","New Bangkok Restaurant (Wan Chai)","Thai","4.3","(1000+)","Hong Kong"
"w4zl","Food Republic - Silvercord","International","4.4","(100+)","Hong Kong"
"s2er","Pizza Pizzeria","Pizza","4.3","(500+)","Hong Kong"
"v5yf","Chiu Hing Noodles (Tin Lok Lane)","Hong Kong","4.3","(1000+)","Hong Kong"
"s6xc","Milano Pizzeria","Italian","3.9","(500+)","Hong Kong"
"q7cf","Kong Lok Restaurant","Cha Chaan Teng","4.2","(100+)","Hong Kong"
"w5oy","Quenches (Food Republic - Silvercord)","Cart Noodles","4.8","(41)","Hong Kong"
"v9l1","Chef Slice","Western","2.6","(16)","Hong Kong"
"q4wh","Wan + Bao Chinese Snack","Sichuan","4.4","(100+)","Hong Kong"
"x3jb","Amy's Kitchen","Hong Kong","4.6","(500+)","Hong Kong"
"x7rq","Sun Kwong Chiu Chow Restaurant","Chiu Chow","3.9","(100+)","Hong Kong"
"w0ac","Hoi Leung Congee Shop","Congee","4.2","(2000+)","Hong Kong"
"s3p7","Nine Emperor Restaurant (Hankow Road)","Noodles","4.5","(100+)","Hong Kong"
"k1fd","MaThai","Thai","4.1","(100+)","Hong Kong"
"w4dj","Thai Chiu (TST)","Thai","4.4","(100+)","Hong Kong"
"k1dg","Hello India Bar & Restaurant","Indian","2.9","(21)","Hong Kong"
"w1dy","Yuan Wei Liang Tea","Hong Kong","4.7","(85)","Hong Kong"
"dvkm","Pololi (Wan Chai)","Poke Bowl ","4.4","(500+)","Hong Kong"
"r4ox","WWW Hotpot","Hot Pot","4.8","(19)","Hong Kong"
"ersu","KuLuLa Beef Noodles","Taiwanese","4.4","(47)","Hong Kong"
"i7s9","Tapa Room (Causeway Bay)","Spanish","4.9","(31)","Hong Kong"
"mi61","Log Ye Dim Sum","Dim Sum ","4.5","(500+)","Hong Kong"
"e5oi","Leung Kee Brine King","Chiu Chow","4.7","(100+)","Hong Kong"
"lqqc","Kok Kok Chicken (Tsim Sha Tsui)","Korean","4.3","(100+)","Hong Kong"
"pj7o","The Alley (Tsim Sha Tsui)","Bubble Tea","4.3","(3)","Hong Kong"
"nphz","Youmi Restaurant","Cha Chaan Teng","4.5","(17)","Hong Kong"
"xh11","Chuan Town","Sichuan","1.9","(2)","Hong Kong"
"arwk","Soul Jook","Korean","5","(5)","Hong Kong"
"v8uq","Zither Garden (Tsim Sha Tsui)","Chinese","3.9","(500+)","Hong Kong"
"w1vt","Spicy Crab Hotpot Restaurant","Hong Kong","4.4","(100+)","Hong Kong"
"intm","Chuan Shao Yakitori Sake & Wine Bar","Japanese","2.9","(4)","Hong Kong"
"k7j0","Mala Works (Wan Chai)","Chinese","4.8","(100+)","Hong Kong"
"s7b4","What's Up Lemon Tea","Lemon Tea","4.8","(100+)","Hong Kong"
"qbs2","Chan Yuet Sichuan Restaurant","Hot Pot","4.9","(20)","Hong Kong"
"kh3m","Thai Zab Verr","Thai","4.3","(100+)","Hong Kong"
"xugz","Kokoro","Rice Bowl","4.2","(100+)","Hong Kong"
"v8ng","Chuan Yue (Tsim Sha Tsui)","Chinese","4.3","(500+)","Hong Kong"
"dg84","Tarou Izakaya","Japanese","4.7","(100+)","Hong Kong"
"tfeu","Dessert Works (Wan Chai)","HK Dessert","3.9","(100+)","Hong Kong"
"zjnm","Thai Koc Sum's [Budget Meals for One]","Thai","5","(4)","Hong Kong"
"jvw2","Cha Long (The Rockpool)","Drinks","4","(10)","Hong Kong"
"gfg9","Bento Works (Wan Chai)","Cantonese","4","(100+)","Hong Kong"
"h9dd","Kui Kee Seafood Restaurant","Hong Kong","4.3","(2000+)","Hong Kong"
"ifnd","MOOS","Rice Bowl","4.9","(75)","Hong Kong"
"gw3v","MOMO RUSH","Dumpling","4.9","(53)","Hong Kong"
"kb4w","Frownies","Dessert","4.4","(19)","Hong Kong"
"ima8","OOMAKI","Western","4.6","(14)","Hong Kong"
"scj3","The Diner - Wanchai","American","4.5","(100+)","Hong Kong"
"v7mg","Siam Noodles (Tsim Sha Tsui)","Thai","4.3","(100+)","Hong Kong"
"v9ru","Cheung Ching Restaurant","Hong Kong","4.2","(100+)","Hong Kong"
"v2nv","Sneak Out Cafe (Shek Tong Tsui)","Cha Chaan Teng","4.5","(2000+)","Hong Kong"
"thke","Fit Food - Wanchai","Western","4.7","(100+)","Hong Kong"
"ty0z","Golden Phoenix Restaurant","Hong Kong","2.9","(50)","Hong Kong"
"v0od","Branto Indian Vegetarian Restaurant","Indian","3.5","(100+)","Hong Kong"
"rb75","Thai Yau Feel","Thai","4.4","(24)","Hong Kong"
"ppj9","Bhansa (Nepali Food)","Indian","4.1","(38)","Hong Kong"
"g0q9","Tiffin Box (Dami Nepali Food)","Dumpling","4.8","(92)","Hong Kong"
"ya87","Potion House (Tsim Sha Tsui)","Bubble Tea","4.2","(23)","Hong Kong"
"w7oc","Hong Kee Noodles","Hong Kong","4.5","(1000+)","Hong Kong"
"tgp0","Choi Kee Private","Hong Kong","3.7","(9)","Hong Kong"
"v6aq","Smrat Pure Veg (TST)","Indian","4.2","(35)","Hong Kong"
"w0md","Zhong Xiao Dong Lu","Taiwanese","4","(70)","Hong Kong"
"s01f","1011 SIPTEA (iSQUARE)","Bubble Tea","2.8","(26)","Hong Kong"
"q176","EKIMAE-YA","Japanese","2.8","(23)","Hong Kong"
"y2w8","Sandy Kitchen","Chinese","1.9","(2)","Hong Kong"
"o0w4","Bathtub","Western","2.3","(3)","Hong Kong"
"nj44","Gorkha Palace Restaurant & Bar","Indian","4.5","(100+)","Hong Kong"
"v4ni","Ha Noi Vietnamese Cuisine","Pho","4.4","(1000+)","Hong Kong"
"v2zw","Saravana Indian Vegeterian Restaurant","Indian","4.5","(100+)","Hong Kong"
"d5ao","The Big Bite Flame - Grill","Western","4","(100+)","Hong Kong"
"r67x","The Delhi Club","Indian","4.2","(13)","Hong Kong"
"w9pu","Panash Cafe (Tsim Sha Tsui)","Western","3.5","(41)","Hong Kong"
"s0dk","Moti Palace Indian Cuisine","Indian","4.4","(100+)","Hong Kong"
"j8wl","Rajdoot Indian & Nepalese Cuisine","Indian","4.1","(100+)","Hong Kong"
"s3bi","#24 Foodstation","International","4.5","(100+)","Hong Kong"
"u1nu","Ceylon (Wan Chai) [Budget Meals for One]","Cha Chaan Teng","3.8","(2)","Hong Kong"
"n4sr","Ming’s Kitchen (Causeway Bay)","Hong Kong","4.1","(4)","Hong Kong"
"w8uc","#24 Yummy","International","3.7","(91)","Hong Kong"
"anjn","Chao Club","Chinese","3","(2)","Hong Kong"
"wqhe","Sher-E-Punjab Indian Restaurant","Indian","3.6","(100+)","Hong Kong"
"s2hf","Bismillah Kebab House","Kebab","4.7","(100+)","Hong Kong"
"n0yr","Zomato Kitchen","Indian","4.8","(12)","Hong Kong"
"ux4n","Xiang Man Wu","Chinese","4","(1)","Hong Kong"
"hbyz","Chung Dam Korean Dining","Korean","4.9","(25)","Hong Kong"
"h5jy","Hotspot","Hot Pot","4.6","(32)","Hong Kong"
"s8ww","Swagat Indian Restaurant","Indian","4.3","(100+)","Hong Kong"
"r567","Ho Lo Kee","Chinese","4.6","(71)","Hong Kong"
"rmf2","Yao Yao (Tsim Sha Tsui)","Sichuan","4.2","(79)","Hong Kong"
"tnya","Karaikudi Akka Restaurant","Indian","4.1","(81)","Hong Kong"
"fwat","Sing La","Singaporean","4.4","(11)","Hong Kong"
"v1nv","Taj Mahal Club","Indian","2.8","(34)","Hong Kong"
"zoju","Cheung Hing Kee Shanghai Pan-fried Buns (Tsim Sha Tsui)","Shanghainese","4.8","(48)","Hong Kong"
"v0hz","Khyber Pass Mess Club","Curry","3.5","(86)","Hong Kong"
"l7hg","Adam Noodle","Cart Noodles","4.7","(20)","Hong Kong"
"gigs","Thai Koc Sum's","Thai","4.1","(1000+)","Hong Kong"
"hj2b","Yukimi [Extended Delivery]","Curry","2.5","(3)","Hong Kong"
"w7ug","Cafe Zense","-180 min","3.2","(53)","Hong Kong"
"ipf3","Veggie Kingdom","Chinese","4.4","(100+)","Hong Kong"
"s9lx","Mother of Pizzas","Pizza","4.6","(4000+)","Hong Kong"
"j0cv","Viet Huong","Vietnamese","4.4","(100+)","Hong Kong"
"x4df","Chitchat Restaurant","Hong Kong","4.4","(100+)","Hong Kong"
"qyhy","Shanghai Yen","Chinese","4.5","(100+)","Hong Kong"
"v0oz","隨變燒烤 As You Like BBQ","Skewers","4","(69)","Hong Kong"
"v2qz","Shanghai Yu Yuan","Shanghainese","4","(100+)","Hong Kong"
"oo68","Nami Izakaya (Causeway Bay)","Japanese","3","(5)","Hong Kong"
"n6ad","Spicy Girl Sichuan Cuisine [Extended Delivery]","Sichuan","4.2","(4)","Hong Kong"
"m8rv","Taiwanese Mazu Lifestyle Noodles (CWB)","Taiwanese","4.7","(500+)","Hong Kong"
"dufd","Dào Chéng Taiwanese Restaurant (Causeway Bay)","Taiwanese","4.5","(56)","Hong Kong"
"iaz2","Little Bear","Hong Kong","4.4","(98)","Hong Kong"
"w3rk","Kong Chai Kee (Causeway Bay)","Hong Kong","4.4","(500+)","Hong Kong"
"x1wr","Ziafat Arabic Cuisine","Middle Eastern","4.8","(42)","Hong Kong"
"xmio","Pakeeza Food Restaurant","Indian","5","(14)","Hong Kong"
"v6du","隨變火鍋 As You Like Restaurant","Hot Pot","3.5","(84)","Hong Kong"
"v4uh","Van Gogh Kitchen","Italian","3.5","(36)","Hong Kong"
"k8iw","Ciu Lam Lou Mei","Chiu Chow","2.6","(33)","Hong Kong"
"ju5d","Kishoku [Extended Delivery]","Rice Bowl","2","(1)","Hong Kong"
"j71b","TamJai SamGor Mixian (Hennessy Road) [Budget Meals for One]","Rice Noodles","4.5","(3)","Hong Kong"
"gp90","Vietnamese House (HKU Station Branch)","Vietnamese","4.2","(88)","Hong Kong"
"klon","Rocky Cafe","Cha Chaan Teng","4.3","(1000+)","Hong Kong"
"s1o1","Kebab Bistro (Tsim Sha Tsui)","Kebab","2.5","(15)","Hong Kong"
"i2ab","Chung Kee Congee (Causeway Bay)","Congee","4.4","(1000+)","Hong Kong"
"w7cp","Brunch Club and Supper","Western","4.6","(500+)","Hong Kong"
"as32","Dendounoyakiniku","Japanese","4.5","(32)","Hong Kong"
"nb5o","Coco Home (Causeway Bay) [Extended Delivery]","Japanese","3","(1)","Hong Kong"
"cbb2","Canteen","Hong Kong","2.9","(40)","Hong Kong"
"thn1","Aw Patisserie (Tsim Sha Tsui)","Western","4.9","(11)","Hong Kong"
"j736","Kyukyoku Do (Causeway Bay)","Japanese","4.5","(20)","Hong Kong"
"s6wj","The Hair of The Dog Bar & Restaurant (Minden Avenue)","Western","2.4","(17)","Hong Kong"
"v2ha","TP Tea (Tsim Sha Tsui)","Bubble Tea","4.3","(100+)","Hong Kong"
"q7wc","Memoir","Western","3.2","(4)","Hong Kong"
"nfjg","Sijie Sichuan Restaurant","Sichuan","4.6","(100+)","Hong Kong"
"m29o","Flame Japanese Cuisine (Tsim Sha Tsui)","Sushi","5","(3)","Hong Kong"
"l12e","Bugis (K11)","Hainan chicken","3.7","(53)","Hong Kong"
"jlng","Amazing Food Hall","International","4.6","(10)","Hong Kong"
"fhwx","Perfect Taste","Bubble Tea","2.2","(7)","Hong Kong"
"z5er","Around Wellington","International","4.7","(100+)","Hong Kong"
"ouz8","Chiu Chai Restaurant","Cha Chaan Teng","2.4","(24)","Hong Kong"
"c37f","Amritsar Express","Indian","3.6","(8)","Hong Kong"
"vtuy","Tak Fung Fruit Juice","Hong Kong","4.9","(100+)","Hong Kong"
"x4qv","DaYung's Tea","Bubble Tea","4.7","(100+)","Hong Kong"
"v7cp","Milu Thai มิลู่ไทย","Thai","4.2","(100+)","Hong Kong"
"v8mx","Noodleholic (CWB)","Chinese","3.8","(100+)","Hong Kong"
"y7lz","Chicken Soup Noodle House (Causeway Bay)","Hong Kong","4","(100+)","Hong Kong"
"ssn8","Good Sister Clear Soup Belly","Chinese","4.3","(100+)","Hong Kong"
"w5l9","Chung Chun Rice Hotdog","Korean","2.8","(8)","Hong Kong"
"whnt","Kesar Fusion Bar & Grill","Curry","4.6","(18)","Hong Kong"
"g0mp","The Jang (K11)","Korean","2","(6)","Hong Kong"
"ah1k","Food Simple","Japanese","4.6","(100+)","Hong Kong"
"zy7l","city'super Deli (Causeway Bay)","International","4.5","(17)","Hong Kong"
"v6yt","Koh-I-Noor Indian Restaurant","Indian","4.5","(100+)","Hong Kong"
"g2uk","Ricky’s Kitchen (K11)","Hong Kong","4.4","(100+)","Hong Kong"
"l42j","Smooth Brisket","Hong Kong","4.5","(14)","Hong Kong"
"su79","Kin Kao (Causeway Bay)","Thai","4.6","(82)","Hong Kong"
"n04s","The Best Jianghu Cuisine","Chinese","2.4","(3)","Hong Kong"
"qx5z","Belly Boys","Western","4.6","(100+)","Hong Kong"
"jy83","Vanda (Causeway Bay)","Singaporean","4.5","(100+)","Hong Kong"
