StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location,District,Admin_District
zf3d,JOM (Wing Lok Street),Singaporean,4.9,41,hong kong,"Shop 5, G/F, On Wing Building, 81 Wing Lok Street, Sheung Wan,",Sheung Wan,Central and Western District
z788,181cafe,Cha Chaan Teng,4.9,130,hong kong,"Shop 101A, G/F, Lower Block, Grand Millennium Plaza , 181 Queen's Road Central, Sheung Wan,",Central,Central and Western District
v0np,Queen Sophie (Sheung Wan),Western,5.0,35,hong kong,"Shop 5, B/F, Kai Fung Mansion, 2-24 Jervois Street, Sheung Wan,",Sheung Wan,Central and Western District
v0ek,Nagahama No1 Ramen,Ramen,5.0,200,hong kong,"G/F, 14 Kau U Fong, Central,",Central,Central and Western District
v2rb,Sheung Fai Fruit Shop,Hong Kong,5.0,497,hong kong,"Shop C 32 Bonham Strand Sheung Wan,",Sheung Wan,Central and Western District
k8ek,Ăn Chơi,Vietnamese,4.9,194,hong kong,"Shop A, G/F & Cockloft, Marble Building, 15-17 Mercer Street, Sheung Wan,",Sheung Wan,Central and Western District
cwib,Home A Day,Western,4.8,81,hong kong,"Shop 1,2 & 6, G/F, Golden Centre, 188 Des Voeux Road Central, Sheung Wan,",Central,Central and Western District
aggk,Ohlalagout (Sheung Wan),Western,5.0,59,hong kong,"Shops B & C, G/F, Tower 2, Tern Centre, 251 Queen's Road Central, Sheung Wan,",Central,Central and Western District
w7hg,PaPa Gomes Western,Western,5.0,3,hong kong,"Shop 1, G/F, Ryan Mansion, 31-37 Mosque Street, Mid-Levels,",Mid-Levels,Central and Western District
w9le,PaPa Gomes Middle Eastern,Middle Eastern,4.8,12,hong kong,"Shop 1, G/F, Ryan Mansion, 31-37 Mosque Street, Mid-Levels,",Mid-Levels,Central and Western District
w3xu,Kinshing TW Food,Taiwanese,4.2,10,hong kong,"Shop 98, 2/F, Admiralty Centre Shopping Arcade, 18 Harcourt Road, Admiralty,",Admiralty,Central and Western District
h3cy,Dim Sum Square Dim Sum Specialist,Dim Sum ,4.8,1081,hong kong,"LG/F, Tower II, Tern Centre, 78 Jervois Street, Sheung Wan,",Sheung Wan,Central and Western District
t7hk,Canteen,Western,4.9,70,hong kong,"G/F, Chuk On Building, 19 Mercer Street, Sheung Wan,",Sheung Wan,Central and Western District
s0mv,Fast Gourmet,,4.9,387,hong kong,"5 Shin Hing Street, Central,",Central,Central and Western District
u1af,Take Your Time (Central),Bubble Tea,5.0,673,hong kong,"Rear Portion, G/F, 166 Wellington Street, Central,",Central,Central and Western District
tx7b,Tommi C Hing (Central),Chinese,2.0,11,hong kong,"Shop A, G/F, Hung Cheong House, 5 Shin Hing Street, Sheung Wan,",Sheung Wan,Central and Western District
sm94,CHI MAC (Central),Fried Chicken,4.5,40,hong kong,"Shop D & E, Upper Deck, Central Pier 7, Star Ferry, 7 Man Yiu Street, Central,",Central,Central and Western District
lanm,KT Kitchen,Western,4.8,140,hong kong,"Shop 3, G/F, Teda Building, 87 Wing Lok Street, Sheung Wan,",Sheung Wan,Central and Western District
cj8y,Sang Kee Congee Shop,Congee,5.0,15,hong kong,"G/F, 7-9 Burd Street, Sheung Wan,",Sheung Wan,Central and Western District
z4th,Tin Lok Bakery (Sheung Wan),Hong Kong,4.9,136,hong kong,"G/F, 63 Wing Lok Street, Sheung Wan,",Sheung Wan,Central and Western District
f1ir,Friday Cafe & Wine Bar,Western,4.5,27,hong kong,"G/F, Golden Building, 8-10 Mercer Street, Sheung Wan,",Sheung Wan,Central and Western District
ynb1,Khao Man Gai (Sheung Wan),Thai,4.9,50,hong kong,"G/F, 8 Hillier Street, Sheung Wan,",Sheung Wan,Central and Western District
l9ww,Luncheon by Papa Gomes,Curry,4.7,29,hong kong,"Shop 1, G/F, Ryan Mansion, 31-37 Mosque Street, Mid-Levels,",Mid-Levels,Central and Western District
l0mx,Ollies (Hollywood Road),Western,4.9,438,hong kong,"G/F & 1/F, Centre Hollywood, 151-155 Hollywood Road, Sheung Wan,",Sheung Wan,Central and Western District
bvlf,Silver Mine Bake,Dessert,5.0,17,hong kong,"G/F, 31 Wing Wo Street, Sheung Wan,",Sheung Wan,Central and Western District
itm5,Melt Fine Dessert & Burger,Burgers,4.9,34,hong kong,"G/F, 47 Gough Street, Central,",Central,Central and Western District
w5ew,Thana Dee,Thai,5.0,622,hong kong,"Shop D, G/F, Ka Yee Court, 23 Mosque Street, Mid-Levels,",Mid-Levels,Central and Western District
w9ve,Le Velo - The Baker,Sandwich,4.9,305,hong kong,"Shop A, G/F, Beautiful Group Tower, 77 Connaught Road Central, Central,",Central,Central and Western District
k9iv,Tak Kee Restaurant,Cha Chaan Teng,4.9,118,hong kong,"G/F, 3 Burd Street, Sheung Wan,",Sheung Wan,Central and Western District
w4ts,CHI Tachinomi (Central Pier),Japanese,4.7,68,hong kong,"Shop A, Lower Deck, Central Pier No. 7, Man Kwong Street, Central,",Central,Central and Western District
w5mv,PaPa Gomes,Indian,5.0,739,hong kong,"Shop 1, G/F, Ryan Mansion, 31-37 Mosque Street, Mid-Levels,",Mid-Levels,Central and Western District
dmmb,PASSIONE,Italian,5.0,70,hong kong,"Shop B, G/F, Tower 1 of Tern Centre, 237 Queen's Road Central, Central,",Central,Central and Western District
xaqh,Ximending Taiwanese Noodles,Taiwanese,5.0,30,hong kong,"Shop C, G/F, Lee Kee Commercial Building, 225 Queen's Road Central, Sheung Wan,",Central,Central and Western District
s6kq,CheckCheckCin (Sheung Wan),Drinks,4.9,182,hong kong,"G/F, Kai Fung Building, 4-6 Jervois Street, Sheung Wan,",Sheung Wan,Central and Western District
v5ti,Jo Jo Indian Cuisine (Wan Chai),Indian,4.9,1034,hong kong,"2/F, David House, 37-39 Lockhart Road, Wan Chai,",Wan Chai,Wan Chai District
xnp7,Chow's Cart Noodles (Sheung Wan),Cart Noodles,4.9,10,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan,Central and Western District
e7zp,Pigsman (Sheung Wan) [Extended Delivery],Western,5.0,27,hong kong,"Shop 2, G/F, Tung Lee Commercial Building, 93 Jervois Street, Sheung Wan,",Sheung Wan,Central and Western District
ov7h,Gomokuya,Japanese,4.9,251,hong kong,"Shop 8, G/F, Rialto Building, 2 Landale Street, Wan Chai,",Wan Chai,Wan Chai District
w7ls,Genki Sushi (Shun Tak Centre),Sushi,4.9,399,hong kong,"Shop 241, 2/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan,",Central,Central and Western District
v5cq,Yum Yum,Hong Kong,4.9,164,hong kong,"G/F, 15 Burd Street, Sheung Wan,",Sheung Wan,Central and Western District
w7lv,Maxim's Palace (Shun Tak Centre),Chinese,4.0,93,hong kong,"Shop B13-B18, B/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan,",Central,Central and Western District
p718,Arctic Ocean (Sheung Wan),Hong Kong,5.0,46,hong kong,"Shop D, G/F, Cheong Tai Commercial Building, 60-66 Wing Lok Street, Sheung Wan,",Sheung Wan,Central and Western District
f2ek,Basmati,Indian,4.8,88,hong kong,"1/F, San Toi Building, 137-139 Connaught Road Central, Sheung Wan,",Central,Central and Western District
scoj,Kam Fai Dim Sum,Dim Sum ,4.7,268,hong kong,"Shop C, G/F, Kelly House, 6-14 Gresson Street, Wan Chai,",Wan Chai,Wan Chai District
ws25,JOMO (Wan Chai),Western,4.8,77,hong kong,"G/F, 23 Queen's Road East, Wan Chai,",Wan Chai,Wan Chai District
w5pq,DiM (Welland),Hong Kong,4.8,711,hong kong,"Shop 3, G/F, Welland Plaza, 368 Queen's Road Central, Sheung Wan,",Central,Central and Western District
o1pm,Inamori Bento (Sheung Wan),Japanese,4.8,129,hong kong,"Shop 14, G/F, Fook Sing Court, 378 Queen's Road Central, Sheung Wan,",Central,Central and Western District
v4hq,Dandy's Organic Cafe,Western,5.0,493,hong kong,"G/F, Wah Koon Building, 32 Upper Lascar Row, Sheung Wan,",Sheung Wan,Central and Western District
j8cx,Pigsman Buns (Sheung Wan),Burgers,4.9,56,hong kong,"Shop 2, G/F, Tung Lee Commercial Building, 93 Jervois Street, Sheung Wan,",Sheung Wan,Central and Western District
d6rz,Izakaya Naomi,Japanese,4.8,167,hong kong,"Shop CF23, 2/F, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central,Central and Western District
b4n6,Monsieur CHATTÉ (Sheung Wan),Western,4.9,107,hong kong,"Shop 3 at G/F and Cockloft, 91 Jervois Street, Sheung Wan,",Sheung Wan,Central and Western District
v4hr,The Sabra Restaurant (Jewish Community Centre),Middle Eastern,4.9,25,hong kong,"Tower 1, Robinson Place, 70 Robinson Road, Mid-Levels,",Mid-Levels,Central and Western District
seo4,Akimoto,Japanese,4.7,56,hong kong,"Shop CF23, 2/F, Cooked Food Centre Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central,Central and Western District
v1vk,Lung Kee Restaurant (Sheung Wan),Hong Kong,4.9,2591,hong kong,"G/F, Wah Kit Commercial Centre, 300 Des Voeux Road Central, Sheung Wan,",Central,Central and Western District
v7rb,SP_CE cafe & lounge,Western,4.7,17,hong kong,"G/F, 20 Po Hing Fong, Sheung Wan,",Sheung Wan,Central and Western District
s4eb,Wing Wah Southeast Asia Cafe,Southeast Asian,4.7,677,hong kong,"G/F, 1A Upper Station Street, Sheung Wan,",Sheung Wan,Central and Western District
s8mf,Queen's Rice Noodle (Sheung Wan),Chinese,4.6,815,hong kong,"G/F, 370 Queen's Road Central, Sheung Wan,",Central,Central and Western District
hc26,Hang Heung Bakery Cafe (Sheung Wan),Cha Chaan Teng,4.9,452,hong kong,"G/F, Blissful Building, 243-245 Des Voeux Road Central, Sheung Wan,",Central,Central and Western District
e8vz,Cafe Cool,Hong Kong,4.9,117,hong kong,"Shop 1, G/F, Western Market, 323 Des Voeux Road Central, Sheung Wan,",Central,Central and Western District
n5mn,May May Restaurant (Sheung Wan),Cha Chaan Teng,4.9,1007,hong kong,"G/F, 48 Bonham Strand, Sheung Wan,",Sheung Wan,Central and Western District
x8vb,Victoria City Restaurant,Cantonese,3.3,17,hong kong,"Shop 501, 5/F, Citic Tower, 1 Tim Mei Avenue, Admiralty,",Admiralty,Central and Western District
zma5,Eat Fresh Cart Noodle (Sheung Wan),Cart Noodles,4.8,336,hong kong,"G/F, 28 Queen's Road West, Sheung Wan,",Sheung Wan,Central and Western District
n1mw,Tung Kee,Hong Kong,4.9,1858,hong kong,"Stall CF9, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central,Central and Western District
z5qq,Premier Fruit & Juice,Drinks,5.0,77,hong kong,"G/F, 86 Jervois Street, Sheung Wan,",Sheung Wan,Central and Western District
p6b7,Mala Works (Sheung Wan),Chinese,4.9,55,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan,Central and Western District
s3zy,Grove Sandwiches (Sheung Wan),Western,4.7,284,hong kong,"G/F, CS Tower, 50 Wing Lok Street, Sheung Wan,",Sheung Wan,Central and Western District
s5vs,India Garden,Indian,5.0,428,hong kong,"Shop 1, G/F, Po Thai Building, 9 Possession Street, Sheung Wan,",Sheung Wan,Central and Western District
w3fe,Yuki House Ramen,Ramen,4.8,414,hong kong,"Shop C, G/F, Wai Cheong Building, 5-9 Gresson Street, Wan Chai,",Wan Chai,Wan Chai District
ctb2,Noodle Works (Sheung Wan),Cart Noodles,3.0,20,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan,Central and Western District
s6oq,Grappa’s QRE,Italian,4.9,728,hong kong,"G/F, Tung Hey Building, 18 Queen's Road East, Wan Chai,",Wan Chai,Wan Chai District
t3p6,EL GORDO Tacos & Grill Factory,Mexican,4.9,25,hong kong,"Shop B, G/F, David House, 37-39 Lockhart Road, Wan Chai,",Wan Chai,Wan Chai District
d7fj,BBQ Works (Sheung Wan),Skewers,4.3,38,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan,Central and Western District
iw54,Sleepyhead,Fast Food,4.6,10,hong kong,"Shop C, G/F, 1-3 Moon Street, Wan Chai,",Wan Chai,Wan Chai District
w1mc,Forkers,Western,4.7,66,hong kong,"Shop A, G/F, YF Life Tower, 33 Lockhart Road, Wan Chai,",Wan Chai,Wan Chai District
v2is,Pho Nhat Vietnamese Cuisine (Sheung Wan),Pho,4.8,1319,hong kong,"Shop B, G/F, Arion Commercial Building, 2-12 Queen's Road West, Sheung Wan,",Sheung Wan,Central and Western District
v4mv,Clicked,Thai,4.1,19,hong kong,"G/F, Bonham Circus, 40 Bonham Strand, Sheung Wan,",Sheung Wan,Central and Western District
mab5,Shunichi Japanese Casual Restaurant,Rice Bowl,4.8,130,hong kong,"Shop CF23, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central,Central and Western District
bvkr,Bento Works (Sheung Wan),Hong Kong,3.6,95,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan,Central and Western District
s9he,Tandoor,Indian,4.9,151,hong kong,"Shop 1, G/F, Po Thai Building, 9 Possession Street, Sheung Wan,",Sheung Wan,Central and Western District
ulp9,Big Pink Burgers (Sheung Wan),Western,4.9,53,hong kong,"Shop A (Rear Portion), G/F, Tai Shan House, 32- 34 Tai Ping Shan Street, Sheung Wan,",Sheung Wan,Central and Western District
s20s,Chimirrito,Western,4.5,19,hong kong,"G/F, 6 Po Yan Street, Sheung Wan,",Sheung Wan,Central and Western District
r4zb,LeeLaksa,Singaporean,4.9,1299,hong kong,"G/F, CNT Commercial Building, 302 Queen's Road Central, Sheung Wan,",Central,Central and Western District
s2jh,Urawa Japanese,Japanese,4.6,436,hong kong,"B/F & G/F, Tung Hip Commercial Building, 244-248 Des Voeux Road Central, Sheung Wan,",Central,Central and Western District
w2vy,Hing Kee Cafe,Cha Chaan Teng,4.9,606,hong kong,"G/F, Tai Ming House, 182 Hollywood Road, Sheung Wan,",Sheung Wan,Central and Western District
uyz0,Mama Mia Pizza & Pasta,Italian,4.9,153,hong kong,"G/F. 22 Possession Street, Sheung Wan, Hong Kong,",Sheung Wan,Central and Western District
evb2,Poking (Sheung Wan),Poke Bowl ,4.9,41,hong kong,"G/F, 121 Jervois Street, Sheung Wan,",Sheung Wan,Central and Western District
iprj,Peach Dragon Restaurant [Extended Delivery],Cha Chaan Teng,4.4,10,hong kong,"Shop A, G/F, The L.Plaza, 367-375 Queen's Road Central, Sheung Wan,",Central,Central and Western District
x7lt,Sze Yee siu mei Restaurant (Ming Kee),Hong Kong,4.9,335,hong kong,"Stall CF8, 2/F, Cooked Food Centre, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central,Central and Western District
x4wa,Enishiya Original Rich Shrimp Broth Ramen,Ramen,4.7,162,hong kong,"Shop 228-230, 2/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan,",Central,Central and Western District
p4p6,Healthy Pot,Hong Kong,4.9,107,hong kong,"Shop 6, G/F, Hing Yip Commercial Centre, 272-284 Des Voeux Road Central, Sheung Wan,",Central,Central and Western District
or38,Green Orange Restaurant and Bar,Italian,5.0,1,hong kong,"2/F, CS Tower, 50 Wing Lok Street, Sheung Wan,",Sheung Wan,Central and Western District
czat,Day Day Yummy Chinese BBQ,Siu Mei,4.9,72,hong kong,"Shop 3 & 10, G/F, Fook Sing Court, 378 Queen's Road Central, Sheung Wan,",Central,Central and Western District
a2ja,Soup Works (Sheung Wan),Chinese,4.1,108,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan,Central and Western District
s7oi,Honbo (Wan Chai),Burgers,4.9,1495,hong kong,"Shop B, G/F, New Sun House, 6-7 Sun Street, Wan Chai,",Wan Chai,Wan Chai District
gtd3,Southeast Asia Deli,Cha Chaan Teng,4.9,146,hong kong,"Shop 3019, Macau Square, 3/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan,",Central,Central and Western District
u5mf,Shanghai Home,Shanghainese,4.8,1432,hong kong,"Shop 8A, G/F, Well View Commercial Building, 10 Morrison Street, Sheung Wan,",Sheung Wan,Central and Western District
vwm3,Indigo Coffee,Coffee,5.0,20,hong kong,"Shop A, G/F, 1 Tai Ping Shan Street, Sheung Wan,",Sheung Wan,Central and Western District
lkad,Tsai Sing Restaurant,Western,4.9,356,hong kong,"G/F, Chastwood Villa, 126 Caine Road, Mid-Levels,",Mid-Levels,Central and Western District
v5qu,Food Station,Hong Kong,4.9,74,hong kong,"Stall G14, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central,Central and Western District
v1re,Minh & Kok (Shun Tak Centre),Southeast Asian,4.6,539,hong kong,"Shop 278, 2/F, Shun Tak Centre, 168-200 Connaught Road Central, Sheung Wan,",Central,Central and Western District
s9ix,Spice Box Organics (Mid-levels),Western,4.9,205,hong kong,"Shop 1, G/F, Golden Valley Mansion, 137 Caine Road, Mid-Levels,",Mid-Levels,Central and Western District
zykk,Chung Hing Restaurant,Hong Kong,4.8,96,hong kong,"G/F, East Asia Mansion, 23-29 Hennessy Road, Wan Chai,",Wan Chai,Wan Chai District
nckj,Teadaye (Sheung Wan),Drinks,4.9,18,hong kong,"Shop 22, G/F, Fook Sing Court, 378 Queen's Road Central, Sheung Wan,",Central,Central and Western District
w4e9,Sun Hing Bun Restaurant,Cha Chaan Teng,5.0,31,hong kong,"Shop D, G/F, Kelly House, 8 Gresson Street, Wan Chai,",Wan Chai,Wan Chai District
y2ja,Dessert Works (Sheung Wan),HK Dessert,4.5,92,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan,Central and Western District
w2hk,Prawn Noodle Shop (Wan Chai),Southeast Asian,4.9,1179,hong kong,"Shop 4, G/F, Rialto Building, 2 Landale Street, Wan Chai,",Wan Chai,Wan Chai District
ma0x,Blend & Grind (Wan Chai),Western,4.5,99,hong kong,"G/F, Shun Ho Building, 1 Sun Street, Wan Chai,",Wan Chai,Wan Chai District
v1yw,Thai Good Taste,Thai,4.9,1144,hong kong,"Stall 15, Cooked Food Centre, 2/F, Sheung Wan Municipal Services Building, 345 Queen's Road Central, Sheung Wan,",Central,Central and Western District
mezi,Soft Thunder (Wan Chai),Western,5.0,98,hong kong,"Shop B, G/F, Lok Moon Mansion, 29-31 Queen's Road East, Wan Chai,",Wan Chai,Wan Chai District
d5fk,Junels Mi Amore,Filipino,5.0,102,hong kong,"Shop A, G/F, Kam Chung Building, 52-58 Jaffe Road, Wan Chai,",Wan Chai,Wan Chai District
rgoi,Souprice Works (Sheung Wan),Hong Kong,4.8,24,hong kong,"Shop A, G/F, 6 Square Street, Sheung Wan,",Sheung Wan,Central and Western District
s5qz,Souper Authentic,Chinese,5.0,5244,hong kong,"G/F, Tung Seng Commercial Building, 88 Jervois Street, Sheung Wan,",Sheung Wan,Central and Western District
v6tb,Bubba Gump Shrimp Co Restaurant & Market,American,4.9,15,hong kong,"Shops 304-305, L3, The Peak Tower, 128 Peak Road, The Peak,",The Peak,Central and Western District
x4lf,Tin Lung Roast Goose (Sun Hey Mansion),Cha Chaan Teng,4.9,247,hong kong,"Shop D, G/F, Sun Hey Mansion, 68-76 Hennessy Road, Wan Chai,",Wan Chai,Wan Chai District
s41d,Chicken Night,Fast Food,4.8,30,hong kong,"Portion A of G/F, Kew Green Hotel Wanchai Hong Kong, 41-49 Hennessy Road, Wan Chai,",Wan Chai,Wan Chai District
g1pq,Thai Flavour,Thai,4.0,20,hong kong,"Shop D1, G/F, Mountain View Mansion, 1 Amoy Street, Wan Chai,",Wan Chai,Wan Chai District
adh0,Zong Zap Thai Food,Thai,4.9,158,hong kong,"Shop C2, G/F, 118-120 Queen's Road East, Wan Chai,",Wan Chai,Wan Chai District
y63f,Lau Bei Chicken Thigh,Fried Chicken,5.0,99,hong kong,"Shop 3, G/F, Shun Feng International Centre, 182 Queen's Road East, Wan Chai,",Wan Chai,Wan Chai District
